current,min,max,avg
0.00023446999875886831,0.00023446999875886831,0.00023446999875886831,0.00023446999875886831
0.0001774079992173938,0.00020593899898813106,0.0001774079992173938,0.00023446999875886831
0.00021787800142192282,0.00020991866646606164,0.0001774079992173938,0.00023446999875886831
0.0004348479997133836,0.00026615099977789214,0.0001774079992173938,0.0004348479997133836
0.00037208499998087063,0.00028733779981848784,0.0001774079992173938,0.0004348479997133836
0.00015116500071599148,0.00026464233330140513,0.00015116500071599148,0.0004348479997133836
0.0004058109989273362,0.00028480928553368097,0.00015116500071599148,0.0004348479997133836
0.00027160799982084427,0.0002831591248195764,0.00015116500071599148,0.0004348479997133836
0.00023207000049296767,0.0002774825554499532,0.00015116500071599148,0.0004348479997133836
0.0006459050000557909,0.00031432479991053695,0.00015116500071599148,0.0006459050000557909
0.0001985870003409218,0.0003038031817678447,0.00015116500071599148,0.0006459050000557909
0.00021598799867206253,0.0002964852498431962,0.00015116500071599148,0.0006459050000557909
0.00020635599867091514,0.00028955223052225146,0.00015116500071599148,0.0006459050000557909
0.00020260599922039546,0.0002833417854292618,0.00015116500071599148,0.0006459050000557909
0.0002097489996231161,0.000278435599708852,0.00015116500071599148,0.0006459050000557909
0.00022105700008978602,0.0002748494372326604,0.00015116500071599148,0.0006459050000557909
0.0002035689994954737,0.00027065647030694354,0.00015116500071599148,0.0006459050000557909
0.00016142700042109936,0.0002645881664243967,0.00015116500071599148,0.0006459050000557909
0.013177032000385225,0.0009441904734749665,0.00015116500071599148,0.013177032000385225
0.01663455400012026,0.0017287086498072313,0.00015116500071599148,0.01663455400012026
0.02378838999902655,0.0027791696664367224,0.00015116500071599148,0.02378838999902655
0.015440944000147283,0.003354704863423566,0.00015116500071599148,0.02378838999902655
0.017792324999390985,0.003982427478030845,0.00015116500071599148,0.02378838999902655
0.013781466001091758,0.00439072074982505,0.00015116500071599148,0.02378838999902655
0.020793130999663845,0.005046817159818601,0.00015116500071599148,0.02378838999902655
0.019506040000123903,0.005602941115214959,0.00015116500071599148,0.02378838999902655
0.01851919700129656,0.006081320962847612,0.00015116500071599148,0.02378838999902655
0.018770702999972855,0.006534513178459227,0.00015116500071599148,0.02378838999902655
0.01257818399972166,0.006742915620571725,0.00015116500071599148,0.02378838999902655
0.025758906000191928,0.007376781966559065,0.00015116500071599148,0.025758906000191928
0.04525721499885549,0.008598731419213789,0.00015116500071599148,0.04525721499885549
0.042993091001335415,0.00967355515615509,0.00015116500071599148,0.04525721499885549
0.04133554500003811,0.010633009393848513,0.00015116500071599148,0.04525721499885549
0.04525792099957471,0.011651389146958109,0.00015116500071599148,0.04525792099957471
0.04263873000127205,0.012536741742795648,0.00015116500071599148,0.04525792099957471
0.046904999999242136,0.013491415583252496,0.00015116500071599148,0.046904999999242136
0.02879704400038463,0.013905081216147959,0.00015116500071599148,0.046904999999242136
0.017899303000376676,0.014010192315732925,0.00015116500071599148,0.046904999999242136
0.011326818999805255,0.01394138787173478,0.00015116500071599148,0.046904999999242136
0.016550852000364102,0.014006624474950513,0.00015116500071599148,0.046904999999242136
0.0266924019997532,0.01431603368287253,0.00015116500071599148,0.046904999999242136
0.021133723999810172,0.014478359642799617,0.00015116500071599148,0.046904999999242136
0.014075842000238481,0.014468998767391219,0.00015116500071599148,0.046904999999242136
0.018421611999656307,0.014558830886306334,0.00015116500071599148,0.046904999999242136
0.03352217300016491,0.014980238488836525,0.00015116500071599148,0.046904999999242136
0.05959385499954806,0.015950099717330253,0.00015116500071599148,0.05959385499954806
0.061610166001628386,0.016921590489336596,0.00015116500071599148,0.061610166001628386
0.07037990299977537,0.01803530533330407,0.00015116500071599148,0.07037990299977537
0.06771068099988042,0.019049088510172976,0.00015116500071599148,0.07037990299977537
0.04671500299991749,0.019602406799967866,0.00015116500071599148,0.07037990299977537
0.046945630998379784,0.02013854845091712,0.00015116500071599148,0.07037990299977537
0.0702228970003489,0.021101708999944655,0.00015116500071599148,0.07037990299977537
0.03919958299957216,0.02144317832069234,0.00015116500071599148,0.07037990299977537
0.052239088001442724,0.022013472944409942,0.00015116500071599148,0.07037990299977537
0.02109678400120174,0.02199680587271525,0.00015116500071599148,0.07037990299977537
0.044121959999756655,0.02239189791069813,0.00015116500071599148,0.07037990299977537
0.06358129200089024,0.02311451885964887,0.00015116500071599148,0.07037990299977537
0.03201288400123303,0.02326793894829687,0.00015116500071599148,0.07037990299977537
0.028061177999916254,0.023349180288154827,0.00015116500071599148,0.07037990299977537
0.0170174169998063,0.023243650900015685,0.00015116500071599148,0.07037990299977537
0.04274550700029067,0.023563353459036585,0.00015116500071599148,0.07037990299977537
0.010113056001500809,0.02334641317746343,0.00015116500071599148,0.07037990299977537
0.004733985000711982,0.023050977809578484,0.00015116500071599148,0.07037990299977537
0.02762244999939867,0.023122407062544426,0.00015116500071599148,0.07037990299977537
0.04043811800147523,0.023388802615451055,0.00015116500071599148,0.07037990299977537
0.04841696200128354,0.02376801715160003,0.00015116500071599148,0.07037990299977537
0.046170129000529414,0.02410237702994226,0.00015116500071599148,0.07037990299977537
0.026185598000665777,0.0241330126324529,0.00015116500071599148,0.07037990299977537
0.03422441200018511,0.024279264797202642,0.00015116500071599148,0.07037990299977537
0.028911355999298394,0.024345437528661154,0.00015116500071599148,0.07037990299977537
0.012890426000012667,0.02418409933811681,0.00015116500071599148,0.07037990299977537
0.026818260999789345,0.02422068491675115,0.00015116500071599148,0.07037990299977537
0.06801565900059359,0.024820616068584607,0.00015116500071599148,0.07037990299977537
0.033466459999544895,0.02493745179738137,0.00015116500071599148,0.07037990299977537
0.028927818000738625,0.024990656680092798,0.00015116500071599148,0.07037990299977537
0.02791073700063862,0.025029078789573663,0.00015116500071599148,0.07037990299977537
0.02468836600019131,0.025024653948153112,0.00015116500071599148,0.07037990299977537
0.018900998999015428,0.024946145551369297,0.00015116500071599148,0.07037990299977537
0.02324604299974453,0.024924625265905692,0.00015116500071599148,0.07037990299977537
0.017432975000701845,0.024830979637590643,0.00015116500071599148,0.07037990299977537
0.02872526399914932,0.024879057222301246,0.00015116500071599148,0.07037990299977537
0.02159509299963247,0.02483900887812236,0.00015116500071599148,0.07037990299977537
0.016515325000000303,0.024738723530193175,0.00015116500071599148,0.07037990299977537
0.02536845699978585,0.024746220357212138,0.00015116500071599148,0.07037990299977537
